# t  theta1(rad)  omega1(rad/s)  theta2(rad)  omega2(rad/s)  theta3(rad)  omega3(rad/s)  theta4(rad)  omega4(rad/s)  theta5(rad)  omega5(rad/s)  theta6(rad)  omega6(rad/s)
71.390000 0.486957 -0.348158 -0.727662 -2.012497 -1.050650 2.891957 0.457831 5.075845 -1.509379 4.113718 2.250401 2.663224
71.400000 0.483247 -0.393906 -0.747458 -1.946523 -1.021307 2.976358 0.508365 5.030276 -1.467753 4.211480 2.276654 2.587742
71.410000 0.479080 -0.439311 -0.766588 -1.879149 -0.991128 3.059235 0.558422 4.980398 -1.425151 4.308817 2.302161 2.513906
71.420000 0.474462 -0.484333 -0.785037 -1.810447 -0.960128 3.140468 0.607960 4.926377 -1.381579 4.405538 2.326938 2.441717
71.430000 0.469395 -0.528933 -0.802792 -1.740489 -0.928325 3.219934 0.656937 4.868390 -1.337043 4.501447 2.351001 2.371171
71.440000 0.463885 -0.573070 -0.819842 -1.669344 -0.895736 3.297506 0.705315 4.806622 -1.291553 4.596331 2.374367 2.302261
71.450000 0.457935 -0.616705 -0.836175 -1.597082 -0.862381 3.373057 0.753057 4.741264 -1.245121 4.689972 2.397052 2.234977
71.460000 0.451553 -0.659797 -0.851781 -1.523769 -0.828282 3.446455 0.800129 4.672512 -1.197759 4.782140 2.419072 2.169304
71.470000 0.444742 -0.702306 -0.866648 -1.449472 -0.793460 3.517567 0.846497 4.600568 -1.149484 4.872598 2.440443 2.105228
71.480000 0.437508 -0.744194 -0.880767 -1.374254 -0.757938 3.586259 0.892130 4.525634 -1.100313 4.961100 2.461182 2.042730
71.490000 0.429860 -0.785420 -0.894130 -1.298177 -0.721743 3.652395 0.937000 4.447912 -1.050269 5.047396 2.481303 1.981789
71.500000 0.421802 -0.825946 -0.906728 -1.221303 -0.684900 3.715842 0.981080 4.367606 -0.999374 5.131228 2.500823 1.922384
71.510000 0.413343 -0.865732 -0.918553 -1.143691 -0.647436 3.776466 1.024344 4.284917 -0.947653 5.212339 2.519756 1.864490
71.520000 0.404490 -0.904741 -0.929599 -1.065397 -0.609380 3.834135 1.066771 4.200043 -0.895137 5.290465 2.538117 1.808083
71.530000 0.395251 -0.942934 -0.939859 -0.986479 -0.570763 3.888721 1.108339 4.113179 -0.841855 5.365346 2.555922 1.753136
71.540000 0.385635 -0.980273 -0.949327 -0.906989 -0.531616 3.940096 1.149028 4.024515 -0.787842 5.436721 2.573185 1.699623
71.550000 0.375649 -1.016722 -0.957997 -0.826981 -0.491972 3.988140 1.188823 3.934233 -0.733133 5.504334 2.589919 1.647514
71.560000 0.365303 -1.052242 -0.965865 -0.746506 -0.451865 4.032736 1.227708 3.842513 -0.677768 5.567936 2.606140 1.596782
71.570000 0.354607 -1.086799 -0.972926 -0.665615 -0.411330 4.073774 1.265669 3.749523 -0.621789 5.627283 2.621860 1.547397
71.580000 0.343571 -1.120356 -0.979176 -0.584356 -0.370402 4.111149 1.302695 3.655428 -0.565238 5.682145 2.637092 1.499330
71.590000 0.332203 -1.152877 -0.984612 -0.502777 -0.329119 4.144765 1.338775 3.560383 -0.508161 5.732300 2.651850 1.452550
71.600000 0.320517 -1.184330 -0.989231 -0.420925 -0.287519 4.174535 1.373900 3.464533 -0.450608 5.777544 2.666147 1.407028
71.610000 0.308521 -1.214681 -0.993030 -0.338847 -0.245641 4.200378 1.408063 3.368018 -0.392627 5.817688 2.679995 1.362732
71.620000 0.296227 -1.243896 -0.996007 -0.256587 -0.203525 4.222225 1.441259 3.270967 -0.334272 5.852560 2.693406 1.319634
71.630000 0.283647 -1.271944 -0.998161 -0.174189 -0.161210 4.240016 1.473481 3.173501 -0.275594 5.882011 2.706392 1.277703
71.640000 0.270792 -1.298794 -0.999491 -0.091700 -0.118738 4.253703 1.504728 3.075732 -0.216650 5.905911 2.718964 1.236908
71.650000 0.257675 -1.324416 -0.999995 -0.009162 -0.076150 4.263247 1.534995 2.977762 -0.157495 5.924154 2.731133 1.197219
71.660000 0.244308 -1.348783 -0.999674 0.073382 -0.033487 4.268622 1.564283 2.879687 -0.098186 5.936661 2.742912 1.158608
71.670000 0.230703 -1.371865 -0.998527 0.155886 0.009208 4.269813 1.592589 2.781594 -0.038781 5.943373 2.754309 1.121044
71.680000 0.216875 -1.393638 -0.996556 0.238307 0.051895 4.266816 1.619915 2.683559 0.020662 5.944262 2.765336 1.084499
71.690000 0.202835 -1.414075 -0.993762 0.320602 0.094531 4.259641 1.646261 2.585652 0.080085 5.939323 2.776002 1.048943
71.700000 0.188598 -1.433154 -0.990145 0.402724 0.137074 4.248306 1.671628 2.487936 0.139429 5.928578 2.786318 1.014348
71.710000 0.174177 -1.450852 -0.985708 0.484630 0.179483 4.232843 1.696020 2.390466 0.198637 5.912076 2.796292 0.980686
71.720000 0.159585 -1.467148 -0.980453 0.566274 0.221717 4.213296 1.719439 2.293287 0.257652 5.889890 2.805935 0.947929
71.730000 0.144838 -1.482024 -0.974383 0.647608 0.263735 4.189718 1.741887 2.196441 0.316416 5.862119 2.815254 0.916050
71.740000 0.129950 -1.495460 -0.967502 0.728585 0.305498 4.162172 1.763369 2.099962 0.374876 5.828884 2.824259 0.885023
71.750000 0.114934 -1.507443 -0.959813 0.809156 0.346966 4.130733 1.783887 2.003876 0.432976 5.790330 2.832957 0.854820
71.760000 0.099806 -1.517956 -0.951321 0.889272 0.388100 4.095484 1.803448 1.908206 0.490665 5.746622 2.841358 0.825417
71.770000 0.084580 -1.526988 -0.942029 0.968882 0.428863 4.056517 1.822053 1.812967 0.547892 5.697942 2.849468 0.796787
71.780000 0.069271 -1.534528 -0.931945 1.047932 0.469218 4.013931 1.839708 1.718169 0.604608 5.644493 2.857296 0.768905
71.790000 0.053894 -1.540566 -0.921073 1.126369 0.509130 3.967834 1.856418 1.623819 0.660767 5.586489 2.864849 0.741748
71.800000 0.038465 -1.545095 -0.909420 1.204138 0.548564 3.918339 1.872186 1.529917 0.716323 5.524159 2.872133 0.715291
71.810000 0.022997 -1.548109 -0.896992 1.281181 0.587486 3.865564 1.887018 1.436461 0.771236 5.457742 2.879157 0.689510
71.820000 0.007508 -1.549605 -0.883799 1.357439 0.625865 3.809633 1.900917 1.343442 0.825465 5.387487 2.885926 0.664382
71.830000 -0.007990 -1.549582 -0.869846 1.432853 0.663669 3.750673 1.913888 1.250851 0.878974 5.313647 2.892446 0.639885
71.840000 -0.023479 -1.548038 -0.855145 1.507360 0.700868 3.688815 1.925935 1.158672 0.931727 5.236483 2.898725 0.615996
71.850000 -0.038945 -1.544977 -0.839702 1.580897 0.737436 3.624192 1.937063 1.066888 0.983693 5.156255 2.904768 0.592694
71.860000 -0.054373 -1.540401 -0.823530 1.653398 0.773343 3.556937 1.947274 0.975478 1.034843 5.073224 2.910581 0.569957
71.870000 -0.069748 -1.534316 -0.806638 1.724797 0.808566 3.487185 1.956573 0.884421 1.085149 4.987652 2.916169 0.547765
71.880000 -0.085055 -1.526730 -0.789038 1.795025 0.843079 3.415071 1.964964 0.793689 1.134589 4.899795 2.921538 0.526096
71.890000 -0.100278 -1.517652 -0.770742 1.864012 0.876860 3.340728 1.972448 0.703256 1.183139 4.809907 2.926693 0.504931
71.900000 -0.115403 -1.507092 -0.751762 1.931687 0.909887 3.264289 1.979030 0.613093 1.230781 4.718235 2.931638 0.484250
71.910000 -0.130415 -1.495064 -0.732113 1.997978 0.942139 3.185884 1.984711 0.523169 1.277498 4.625018 2.936379 0.464034
71.920000 -0.145299 -1.481582 -0.711808 2.062811 0.973598 3.105641 1.989494 0.433451 1.323277 4.530489 2.940921 0.444263
71.930000 -0.160042 -1.466662 -0.690862 2.126111 1.004246 3.023684 1.993381 0.343905 1.368104 4.434871 2.945266 0.424920
71.940000 -0.174628 -1.450322 -0.669291 2.187804 1.034067 2.940135 1.996372 0.254498 1.411971 4.338375 2.949420 0.405985
71.950000 -0.189043 -1.432581 -0.647111 2.247814 1.063044 2.855111 1.998471 0.165194 1.454870 4.241206 2.953387 0.387441
71.960000 -0.203275 -1.413460 -0.624340 2.306065 1.091164 2.768725 1.999677 0.075958 1.496794 4.143554 2.957170 0.369271
71.970000 -0.217308 -1.392980 -0.600996 2.362480 1.118414 2.681085 1.999990 -0.013248 1.537740 4.045601 2.960774 0.351456
71.980000 -0.231130 -1.371167 -0.577097 2.416984 1.144782 2.592295 1.999412 -0.102460 1.577705 3.947516 2.964201 0.333981
71.990000 -0.244727 -1.348044 -0.552663 2.469500 1.170257 2.502453 1.997941 -0.191713 1.616690 3.849457 2.967454 0.316829
72.000000 -0.258087 -1.323638 -0.527714 2.519955 1.194828 2.411654 1.995577 -0.281043 1.654695 3.751570 2.970538 0.299982
72.010000 -0.271196 -1.297977 -0.502271 2.568274 1.218487 2.319986 1.992320 -0.370488 1.691722 3.653990 2.973455 0.283426
72.020000 -0.284042 -1.271089 -0.476356 2.614385 1.241225 2.227532 1.988167 -0.460081 1.727776 3.556842 2.976208 0.267144
72.030000 -0.296613 -1.243004 -0.449991 2.658217 1.263035 2.134370 1.983117 -0.549857 1.762861 3.460238 2.978799 0.251120
72.040000 -0.308898 -1.213754 -0.423199 2.699701 1.283911 2.040574 1.977169 -0.639849 1.796983 3.364282 2.981231 0.235339
72.050000 -0.320885 -1.183368 -0.396005 2.738771 1.303845 1.946211 1.970319 -0.730089 1.830149 3.269065 2.983506 0.219787
72.060000 -0.332562 -1.151882 -0.368432 2.775362 1.322833 1.851343 1.962566 -0.820607 1.862367 3.174670 2.985627 0.204447
72.070000 -0.343919 -1.119327 -0.340506 2.809413 1.340870 1.756030 1.953906 -0.911433 1.893646 3.081169 2.987596 0.189305
72.080000 -0.354945 -1.085739 -0.312252 2.840867 1.357952 1.660324 1.944336 -1.002593 1.923994 2.988626 2.989414 0.174347
72.090000 -0.365630 -1.051152 -0.283698 2.869669 1.374076 1.564273 1.933853 -1.094111 1.953422 2.897097 2.991083 0.159558
72.100000 -0.375965 -1.015602 -0.254868 2.895768 1.389237 1.467922 1.922453 -1.186011 1.981939 2.806628 2.992606 0.144924
72.110000 -0.385939 -0.979125 -0.225791 2.919119 1.403433 1.371310 1.910132 -1.278311 2.009558 2.717259 2.993982 0.130430
72.120000 -0.395544 -0.941759 -0.196495 2.939680 1.416662 1.274475 1.896885 -1.371028 2.036288 2.629022 2.995215 0.116063
72.130000 -0.404772 -0.903540 -0.167007 2.957413 1.428922 1.177447 1.882710 -1.464175 2.062142 2.541942 2.996304 0.101809
72.140000 -0.413612 -0.864506 -0.137356 2.972285 1.440211 1.080255 1.867600 -1.557763 2.087131 2.456038 2.997251 0.087653
72.150000 -0.422059 -0.824696 -0.107571 2.984269 1.450527 0.982925 1.851553 -1.651798 2.111267 2.371323 2.998057 0.073583
72.160000 -0.430104 -0.784148 -0.077681 2.993343 1.459869 0.885479 1.834563 -1.746281 2.134561 2.287805 2.998723 0.059584
72.170000 -0.437740 -0.742900 -0.047714 2.999490 1.468236 0.787937 1.816626 -1.841211 2.157027 2.205485 2.999249 0.045642
72.180000 -0.444960 -0.700993 -0.017701 3.002698 1.475627 0.690315 1.797737 -1.936579 2.178675 2.124362 2.999636 0.031746
72.190000 -0.451758 -0.658465 0.012330 3.002961 1.482042 0.592629 1.777893 -2.032375 2.199518 2.044429 2.999884 0.017879
72.200000 -0.458127 -0.615356 0.042349 3.000280 1.487480 0.494892 1.757088 -2.128580 2.219568 1.965675 2.999994 0.004031
72.210000 -0.464063 -0.571705 0.072326 2.994658 1.491940 0.397113 1.735320 -2.225172 2.238835 1.888086 2.999965 -0.009814
72.220000 -0.469560 -0.527553 0.102232 2.986106 1.495422 0.299304 1.712584 -2.322120 2.257333 1.811644 2.999797 -0.023668
72.230000 -0.474612 -0.482939 0.132038 2.974641 1.497926 0.201473 1.688876 -2.419390 2.275072 1.736329 2.999491 -0.037546
72.240000 -0.479217 -0.437904 0.161715 2.960283 1.499451 0.103628 1.664195 -2.516939 2.292063 1.662116 2.999046 -0.051459
72.250000 -0.483369 -0.392488 0.191234 2.943060 1.499998 0.005775 1.638537 -2.614717 2.308318 1.588979 2.998462 -0.065423
72.260000 -0.487066 -0.346731 0.220567 2.923003 1.499567 -0.092079 1.611900 -2.712668 2.323846 1.516891 2.997738 -0.079450
72.270000 -0.490303 -0.300673 0.249685 2.900148 1.498157 -0.189925 1.584283 -2.810729 2.338659 1.445820 2.996873 -0.093555
72.280000 -0.493078 -0.254355 0.278561 2.874536 1.495768 -0.287759 1.555685 -2.908825 2.352766 1.375734 2.995866 -0.107750
72.290000 -0.495389 -0.207817 0.307167 2.846214 1.492402 -0.385571 1.526107 -3.006878 2.366177 1.306599 2.994717 -0.122050
72.300000 -0.497234 -0.161100 0.335476 2.815231 1.488057 -0.483353 1.495548 -3.104798 2.378901 1.238380 2.993425 -0.136468
72.310000 -0.498611 -0.114244 0.363463 2.781640 1.482735 -0.581096 1.464012 -3.202489 2.390948 1.171038 2.991988 -0.151019
72.320000 -0.499518 -0.067289 0.391101 2.745499 1.476435 -0.678789 1.431500 -3.299844 2.402325 1.104537 2.990404 -0.165716
72.330000 -0.499956 -0.020277 0.418364 2.706868 1.469159 -0.776419 1.398016 -3.396749 2.413041 1.038836 2.988673 -0.180574
72.340000 -0.499924 0.026753 0.445230 2.665811 1.460907 -0.873971 1.363567 -3.493080 2.423104 0.973895 2.986792 -0.195607
72.350000 -0.499421 0.073760 0.471673 2.622394 1.451680 -0.971429 1.328157 -3.588706 2.432521 0.909674 2.984760 -0.210829
72.360000 -0.498449 0.120703 0.497670 2.576685 1.441479 -1.068774 1.291795 -3.683485 2.441300 0.846129 2.982575 -0.226256
72.370000 -0.497008 0.167542 0.523199 2.528756 1.430305 -1.165983 1.254491 -3.777268 2.449446 0.783220 2.980234 -0.241902
72.380000 -0.495099 0.214237 0.548238 2.478678 1.418160 -1.263032 1.216254 -3.869897 2.456966 0.720902 2.977736 -0.257783
72.390000 -0.492723 0.260747 0.572766 2.426524 1.405045 -1.359892 1.177097 -3.961209 2.463866 0.659132 2.975078 -0.273912
72.400000 -0.489884 0.307032 0.596762 2.372370 1.390963 -1.456532 1.137035 -4.051029 2.470150 0.597865 2.972257 -0.290307
72.410000 -0.486584 0.353050 0.620207 2.316292 1.375915 -1.552916 1.096082 -4.139178 2.475825 0.537058 2.969271 -0.306983
72.420000 -0.482824 0.398763 0.643082 2.258364 1.359905 -1.649004 1.054257 -4.225471 2.480893 0.476664 2.966116 -0.323955
72.430000 -0.478610 0.444129 0.665368 2.198663 1.342936 -1.744754 1.011579 -4.309716 2.485359 0.416641 2.962790 -0.341240
72.440000 -0.473943 0.489109 0.687049 2.137265 1.325011 -1.840116 0.968070 -4.391718 2.489227 0.356940 2.959290 -0.358855
72.450000 -0.468829 0.533661 0.708108 2.074246 1.306135 -1.935039 0.923753 -4.471277 2.492499 0.297519 2.955612 -0.376816
72.460000 -0.463271 0.577747 0.728529 2.009682 1.286312 -2.029465 0.878654 -4.548192 2.495178 0.238329 2.951753 -0.395140
72.470000 -0.457276 0.621325 0.748297 1.943647 1.265548 -2.123331 0.832799 -4.622260 2.497266 0.179326 2.947708 -0.413845
72.480000 -0.450847 0.664357 0.767397 1.876214 1.243848 -2.216572 0.786219 -4.693277 2.498765 0.120464 2.943475 -0.432948
72.490000 -0.443990 0.706802 0.785817 1.807456 1.221219 -2.309113 0.738944 -4.761041 2.499676 0.061697 2.939048 -0.452468
72.500000 -0.436713 0.748621 0.803542 1.737445 1.197668 -2.400878 0.691009 -4.825353 2.499999 0.002978 2.934424 -0.472423
72.510000 -0.429020 0.789774 0.820562 1.666251 1.173204 -2.491784 0.642449 -4.886018 2.499735 -0.055739 2.929598 -0.492831
72.520000 -0.420920 0.830223 0.836863 1.593942 1.147836 -2.581744 0.593302 -4.942846 2.498884 -0.114499 2.924566 -0.513712
72.530000 -0.412418 0.869928 0.852437 1.520585 1.121573 -2.670663 0.543606 -4.995654 2.497445 -0.173350 2.919322 -0.535085
72.540000 -0.403524 0.908852 0.867272 1.446247 1.094426 -2.758444 0.493403 -5.044269 2.495417 -0.232336 2.913862 -0.556970
72.550000 -0.394244 0.946956 0.881359 1.370991 1.066408 -2.844984 0.442735 -5.088527 2.492798 -0.291505 2.908181 -0.579387
72.560000 -0.384587 0.984202 0.894689 1.294879 1.037531 -2.930175 0.391647 -5.128275 2.489586 -0.350901 2.902273 -0.602357
72.570000 -0.374563 1.020553 0.907254 1.217972 1.007809 -3.013904 0.340185 -5.163374 2.485779 -0.410571 2.896132 -0.625902
72.580000 -0.364179 1.055973 0.919046 1.140329 0.977258 -3.096054 0.288396 -5.193700 2.481373 -0.470560 2.889753 -0.650042
72.590000 -0.353447 1.090424 0.930058 1.062007 0.945894 -3.176506 0.236327 -5.219143 2.476366 -0.530913 2.883129 -0.674800
72.600000 -0.342374 1.123872 0.940284 0.983062 0.913734 -3.255135 0.184029 -5.239609 2.470754 -0.591676 2.876254 -0.700197
72.610000 -0.330973 1.156282 0.949717 0.903549 0.880798 -3.331812 0.131552 -5.255024 2.464531 -0.652894 2.869123 -0.726258
72.620000 -0.319252 1.187619 0.958353 0.823520 0.847105 -3.406410 0.078946 -5.265329 2.457694 -0.714612 2.861727 -0.753005
72.630000 -0.307224 1.217850 0.966186 0.743026 0.812677 -3.478794 0.026262 -5.270487 2.450237 -0.776872 2.854060 -0.780462
72.640000 -0.294899 1.246942 0.973212 0.662118 0.777537 -3.548832 -0.026447 -5.270478 2.442155 -0.839720 2.846115 -0.808653
72.650000 -0.282289 1.274863 0.979427 0.580844 0.741709 -3.616388 -0.079130 -5.265302 2.433441 -0.903198 2.837885 -0.837603
72.660000 -0.269406 1.301584 0.984828 0.499253 0.705218 -3.681329 -0.131736 -5.254979 2.424089 -0.967348 2.829361 -0.867337
72.670000 -0.256261 1.327074 0.989411 0.417390 0.668091 -3.743520 -0.184212 -5.239546 2.414091 -1.032214 2.820535 -0.897881
72.680000 -0.242869 1.351305 0.993175 0.335303 0.630357 -3.802829 -0.236510 -5.219062 2.403442 -1.097836 2.811400 -0.929260
72.690000 -0.229240 1.374249 0.996117 0.253036 0.592045 -3.859124 -0.288577 -5.193603 2.392132 -1.164255 2.801947 -0.961503
72.700000 -0.215388 1.395880 0.998235 0.170634 0.553185 -3.912278 -0.340365 -5.163260 2.380154 -1.231509 2.792167 -0.994634
72.710000 -0.201327 1.416174 0.999529 0.088141 0.513810 -3.962167 -0.391826 -5.128144 2.367499 -1.299638 2.782051 -1.028682
72.720000 -0.187069 1.435107 0.999998 0.005602 0.473953 -4.008671 -0.442913 -5.088380 2.354158 -1.368678 2.771590 -1.063675
72.730000 -0.172629 1.452656 0.999641 -0.076940 0.433648 -4.051677 -0.493579 -5.044107 2.340122 -1.438666 2.760775 -1.099641
72.740000 -0.158021 1.468802 0.998459 -0.159442 0.392931 -4.091077 -0.543780 -4.995477 2.325382 -1.509636 2.749594 -1.136609
72.750000 -0.143258 1.483525 0.996453 -0.241859 0.351839 -4.126769 -0.593475 -4.942654 2.309926 -1.581620 2.738039 -1.174606
72.760000 -0.128355 1.496807 0.993623 -0.324147 0.310409 -4.158662 -0.642620 -4.885813 2.293746 -1.654648 2.726099 -1.213664
72.770000 -0.113326 1.508634 0.989970 -0.406261 0.268679 -4.186672 -0.691178 -4.825135 2.276830 -1.728751 2.713762 -1.253811
72.780000 -0.098187 1.518990 0.985498 -0.488157 0.226688 -4.210722 -0.739111 -4.760810 2.259167 -1.803953 2.701019 -1.295077
72.790000 -0.082952 1.527863 0.980208 -0.569788 0.184478 -4.230748 -0.786383 -4.693034 2.240747 -1.880280 2.687857 -1.337492
72.800000 -0.067635 1.535243 0.974103 -0.651107 0.142087 -4.246695 -0.832960 -4.622006 2.221558 -1.957752 2.674265 -1.381087
72.810000 -0.052252 1.541120 0.967187 -0.732068 0.099557 -4.258519 -0.878813 -4.547928 2.201588 -2.036387 2.660231 -1.425891
72.820000 -0.036817 1.545488 0.959463 -0.812621 0.056930 -4.266187 -0.923910 -4.471004 2.180826 -2.116200 2.645743 -1.471935
72.830000 -0.021347 1.548341 0.950936 -0.892716 0.014248 -4.269677 -0.968224 -4.391435 2.159260 -2.197201 2.630788 -1.519249
72.840000 -0.005856 1.549675 0.941611 -0.972302 -0.028449 -4.268981 -1.011730 -4.309425 2.136878 -2.279399 2.615354 -1.567863
72.850000 0.009641 1.549490 0.931492 -1.051327 -0.071118 -4.264099 -1.054405 -4.225172 2.113668 -2.362796 2.599426 -1.617807
72.860000 0.025129 1.547784 0.920586 -1.129737 -0.113717 -4.255046 -1.096227 -4.138873 2.089618 -2.447390 2.582993 -1.669110
72.870000 0.040592 1.544561 0.908900 -1.207475 -0.156205 -4.241846 -1.137176 -4.050717 2.064716 -2.533174 2.566040 -1.721802
72.880000 0.056015 1.539824 0.896439 -1.284486 -0.198540 -4.224537 -1.177236 -3.960892 2.038951 -2.620135 2.548552 -1.775911
72.890000 0.071384 1.533579 0.883213 -1.360709 -0.240682 -4.203165 -1.216389 -3.869576 2.012310 -2.708256 2.530516 -1.831465
72.900000 0.086682 1.525833 0.869228 -1.436085 -0.282590 -4.177791 -1.254623 -3.776942 1.984782 -2.797512 2.511918 -1.888490
72.910000 0.101895 1.516596 0.854494 -1.510552 -0.324225 -4.148481 -1.291924 -3.683155 1.956356 -2.887870 2.492742 -1.947012
72.920000 0.117009 1.505880 0.839020 -1.584045 -0.365547 -4.115314 -1.328282 -3.588373 1.927021 -2.979294 2.472973 -2.007056
72.930000 0.132008 1.493696 0.822816 -1.656500 -0.406519 -4.078377 -1.363689 -3.492745 1.896766 -3.071736 2.452595 -2.068644
72.940000 0.146878 1.480060 0.805894 -1.727850 -0.447102 -4.037767 -1.398135 -3.396411 1.865583 -3.165143 2.431595 -2.131799
72.950000 0.161604 1.464988 0.788263 -1.798025 -0.487262 -3.993585 -1.431615 -3.299504 1.833461 -3.259451 2.409954 -2.196540
72.960000 0.176173 1.448497 0.769937 -1.866957 -0.526963 -3.945942 -1.464124 -3.202148 1.800391 -3.354588 2.387658 -2.262884
72.970000 0.190570 1.430608 0.750929 -1.934574 -0.566170 -3.894954 -1.495657 -3.104456 1.766366 -3.450473 2.364691 -2.330846
72.980000 0.204780 1.411341 0.731251 -2.000804 -0.604851 -3.840741 -1.526212 -3.006535 1.731379 -3.547016 2.341036 -2.400438
72.990000 0.218792 1.390718 0.710917 -2.065572 -0.642974 -3.783429 -1.555787 -2.908482 1.695424 -3.644114 2.316677 -2.471670
73.000000 0.232590 1.368764 0.689944 -2.128805 -0.680510 -3.723147 -1.584381 -2.810386 1.658496 -3.741655 2.291597 -2.544546
73.010000 0.246163 1.345503 0.668347 -2.190427 -0.717428 -3.660026 -1.611995 -2.712326 1.620590 -3.839517 2.265780 -2.619070
73.020000 0.259496 1.320962 0.646141 -2.250363 -0.753701 -3.594200 -1.638628 -2.614375 1.581705 -3.937565 2.239210 -2.695239
73.030000 0.272578 1.295168 0.623345 -2.308536 -0.789303 -3.525803 -1.664283 -2.516597 1.541839 -4.035655 2.211870 -2.773046
73.040000 0.285395 1.268152 0.599977 -2.364870 -0.824209 -3.454970 -1.688961 -2.419049 1.500992 -4.133629 2.183744 -2.852480
73.050000 0.297937 1.239941 0.576054 -2.419290 -0.858395 -3.381835 -1.712665 -2.321781 1.459167 -4.231319 2.154815 -2.933522
73.060000 0.310190 1.210568 0.551598 -2.471719 -0.891838 -3.306531 -1.735398 -2.224833 1.416367 -4.328546 2.125068 -3.016151
73.070000 0.322145 1.180064 0.526627 -2.522083 -0.924519 -3.229190 -1.757163 -2.128243 1.372598 -4.425119 2.094487 -3.100337
73.080000 0.333788 1.148462 0.501163 -2.570309 -0.956416 -3.149941 -1.777964 -2.032039 1.327868 -4.520836 2.063056 -3.186043
