# t  theta1(rad)  omega1(rad/s)  theta2(rad)  omega2(rad/s)  theta3(rad)  omega3(rad/s)  theta4(rad)  omega4(rad/s)  theta5(rad)  omega5(rad/s)  theta6(rad)  omega6(rad/s)
69.450000 0.431525 -0.776687 -0.984175 -0.509824 0.473177 4.009537 1.902467 -1.332692 2.316300 -1.552212 -2.978555 -0.252661
69.460000 0.423554 -0.817366 -0.988865 -0.427994 0.513043 3.963099 1.888676 -1.425661 2.300416 -1.624812 -2.981002 -0.236857
69.470000 0.415180 -0.857313 -0.992734 -0.345933 0.552428 3.913275 1.873953 -1.519066 2.283800 -1.698475 -2.983293 -0.221283
69.480000 0.406411 -0.896491 -0.995783 -0.263687 0.591298 3.860183 1.858293 -1.612916 2.266443 -1.773227 -2.985429 -0.205923
69.490000 0.397253 -0.934861 -0.998008 -0.181300 0.629621 3.803947 1.841693 -1.707214 2.248332 -1.849094 -2.987412 -0.190763
69.500000 0.387716 -0.972386 -0.999408 -0.098816 0.667367 3.744696 1.824147 -1.801960 2.229457 -1.926097 -2.989245 -0.175788
69.510000 0.377808 -1.009027 -0.999984 -0.016280 0.704505 3.682559 1.805652 -1.897148 2.209806 -2.004257 -2.990928 -0.160983
69.520000 0.367539 -1.044749 -0.999734 0.066264 0.741009 3.617670 1.786203 -1.992769 2.189368 -2.083589 -2.992465 -0.146335
69.530000 0.356917 -1.079514 -0.998659 0.148773 0.776850 3.550163 1.765795 -2.088808 2.168131 -2.164106 -2.993855 -0.131828
69.540000 0.345952 -1.113287 -0.996759 0.231204 0.812004 3.480172 1.744425 -2.185243 2.146082 -2.245817 -2.995102 -0.117449
69.550000 0.334654 -1.146032 -0.994035 0.313511 0.846446 3.407832 1.722089 -2.282048 2.123210 -2.328726 -2.996205 -0.103184
69.560000 0.323035 -1.177716 -0.990489 0.395650 0.880153 3.333276 1.698783 -2.379190 2.099504 -2.412833 -2.997166 -0.089020
69.570000 0.311104 -1.208304 -0.986123 0.477577 0.913104 3.256637 1.674505 -2.476629 2.074950 -2.498134 -2.997985 -0.074942
69.580000 0.298872 -1.237764 -0.980938 0.559244 0.945279 3.178045 1.649250 -2.574319 2.049537 -2.584619 -2.998665 -0.060936
69.590000 0.286352 -1.266063 -0.974939 0.640607 0.976659 3.097628 1.623017 -2.672206 2.023253 -2.672270 -2.999204 -0.046990
69.600000 0.273555 -1.293171 -0.968127 0.721617 1.007226 3.015509 1.595805 -2.770230 1.996088 -2.761068 -2.999605 -0.033090
69.610000 0.260493 -1.319058 -0.960508 0.802225 1.036964 2.931809 1.567613 -2.868321 1.968028 -2.850982 -2.999866 -0.019221
69.620000 0.247178 -1.343694 -0.952084 0.882382 1.065857 2.846645 1.538439 -2.966402 1.939064 -2.941978 -2.999989 -0.005371
69.630000 0.233623 -1.367053 -0.942862 0.962038 1.093892 2.760131 1.508285 -3.064388 1.909185 -3.034012 -2.999974 0.008473
69.640000 0.219841 -1.389107 -0.932846 1.041138 1.121056 2.672373 1.477152 -3.162186 1.878381 -3.127033 -2.999820 0.022326
69.650000 0.205845 -1.409831 -0.922041 1.119630 1.147336 2.583474 1.445042 -3.259693 1.846642 -3.220982 -2.999527 0.036200
69.660000 0.191649 -1.429201 -0.910455 1.197459 1.172722 2.493534 1.411959 -3.356798 1.813958 -3.315791 -2.999096 0.050110
69.670000 0.177266 -1.447195 -0.898094 1.274567 1.197203 2.402646 1.377908 -3.453382 1.780323 -3.411383 -2.998525 0.064068
69.680000 0.162710 -1.463792 -0.884966 1.350895 1.220772 2.310896 1.342894 -3.549315 1.745728 -3.507670 -2.997814 0.078089
69.690000 0.147995 -1.478972 -0.871079 1.426384 1.243419 2.218369 1.306924 -3.644461 1.710168 -3.604554 -2.996963 0.092185
69.700000 0.133135 -1.492717 -0.856442 1.500972 1.265137 2.125142 1.270008 -3.738674 1.673636 -3.701930 -2.995970 0.106371
69.710000 0.118145 -1.505011 -0.841063 1.574595 1.285919 2.031287 1.232154 -3.831800 1.636128 -3.799677 -2.994835 0.120660
69.720000 0.103040 -1.515839 -0.824953 1.647188 1.305761 1.936871 1.193376 -3.923676 1.597641 -3.897666 -2.993556 0.135066
69.730000 0.087834 -1.525188 -0.808123 1.718685 1.324655 1.841957 1.153686 -4.014133 1.558174 -3.995757 -2.992133 0.149604
69.740000 0.072541 -1.533046 -0.790584 1.789016 1.342598 1.746603 1.113099 -4.102994 1.517726 -4.093798 -2.990564 0.164286
69.750000 0.057178 -1.539405 -0.772347 1.858113 1.359586 1.650860 1.071632 -4.190077 1.476299 -4.191624 -2.988847 0.179128
69.760000 0.041758 -1.544256 -0.753426 1.925904 1.375614 1.554778 1.029304 -4.275191 1.433895 -4.289062 -2.986981 0.194143
69.770000 0.026298 -1.547594 -0.733833 1.992317 1.390681 1.458400 0.986135 -4.358143 1.390520 -4.385925 -2.984963 0.209347
69.780000 0.010811 -1.549414 -0.713584 2.057279 1.404782 1.361764 0.942149 -4.438735 1.346179 -4.482015 -2.982793 0.224753
69.790000 -0.004686 -1.549714 -0.692693 2.120714 1.417915 1.264908 0.897369 -4.516767 1.300883 -4.577125 -2.980468 0.240377
69.800000 -0.020178 -1.548495 -0.671175 2.182549 1.430079 1.167863 0.851823 -4.592035 1.254641 -4.671037 -2.977985 0.256234
69.810000 -0.035650 -1.545757 -0.649047 2.242707 1.441272 1.070657 0.805538 -4.664336 1.207467 -4.763524 -2.975342 0.272339
69.820000 -0.051088 -1.541503 -0.626327 2.301113 1.451492 0.973314 0.758546 -4.733468 1.159376 -4.854349 -2.972537 0.288708
69.830000 -0.066475 -1.535739 -0.603031 2.357689 1.460738 0.875858 0.710880 -4.799229 1.110386 -4.943269 -2.969567 0.305355
69.840000 -0.081798 -1.528473 -0.579179 2.412360 1.469009 0.778307 0.662574 -4.861423 1.060518 -5.030034 -2.966429 0.322298
69.850000 -0.097040 -1.519712 -0.554791 2.465051 1.476304 0.680679 0.613664 -4.919858 1.009793 -5.114389 -2.963120 0.339553
69.860000 -0.112187 -1.509467 -0.529885 2.515687 1.482622 0.582987 0.564190 -4.974348 0.958239 -5.196074 -2.959637 0.357135
69.870000 -0.127224 -1.497751 -0.504484 2.564193 1.487963 0.485245 0.514191 -5.024715 0.905882 -5.274829 -2.955976 0.375061
69.880000 -0.142137 -1.484578 -0.478609 2.610497 1.492327 0.387463 0.463710 -5.070791 0.852753 -5.350391 -2.952134 0.393349
69.890000 -0.156911 -1.469963 -0.452282 2.654529 1.495712 0.289652 0.412790 -5.112418 0.798885 -5.422500 -2.948108 0.412017
69.900000 -0.171532 -1.453924 -0.425526 2.696218 1.498120 0.191819 0.361477 -5.149453 0.744315 -5.490899 -2.943893 0.431081
69.910000 -0.185985 -1.436480 -0.398365 2.735498 1.499549 0.093972 0.309817 -5.181764 0.689081 -5.555336 -2.939485 0.450559
69.920000 -0.200257 -1.417651 -0.370824 2.772305 1.499999 -0.003881 0.257857 -5.209235 0.633222 -5.615568 -2.934880 0.470471
69.930000 -0.214333 -1.397459 -0.342928 2.806578 1.499471 -0.101734 0.205648 -5.231767 0.576784 -5.671360 -2.930074 0.490834
69.940000 -0.228201 -1.375928 -0.314701 2.838258 1.497965 -0.199580 0.153239 -5.249275 0.519811 -5.722490 -2.925062 0.511669
69.950000 -0.241848 -1.353082 -0.286171 2.867291 1.495480 -0.297412 0.100680 -5.261696 0.462350 -5.768749 -2.919839 0.532993
69.960000 -0.255259 -1.328948 -0.257364 2.893625 1.492016 -0.395221 0.048022 -5.268983 0.404453 -5.809944 -2.914400 0.554828
69.970000 -0.268422 -1.303552 -0.228308 2.917215 1.487575 -0.493000 -0.004683 -5.271108 0.346169 -5.845902 -2.908741 0.577193
69.980000 -0.281326 -1.276923 -0.199029 2.938018 1.482156 -0.590739 -0.057383 -5.268065 0.287553 -5.876466 -2.902855 0.600108
69.990000 -0.293957 -1.249091 -0.169557 2.955996 1.475761 -0.688426 -0.110027 -5.259863 0.228658 -5.901505 -2.896737 0.623596
70.000000 -0.306304 -1.220086 -0.139919 2.971116 1.468388 -0.786049 -0.162563 -5.246534 0.169541 -5.920906 -2.890381 0.647678
70.010000 -0.318355 -1.189940 -0.110144 2.983350 1.460040 -0.883593 -0.214941 -5.228128 0.110259 -5.934585 -2.883781 0.672375
70.020000 -0.330099 -1.158686 -0.080262 2.992675 1.450717 -0.981041 -0.267109 -5.204713 0.050869 -5.942479 -2.876931 0.697709
70.030000 -0.341525 -1.126356 -0.050301 2.999075 1.440419 -1.078373 -0.319018 -5.176374 -0.008571 -5.944553 -2.869825 0.723705
70.040000 -0.352622 -1.092985 -0.020290 3.002537 1.429150 -1.175567 -0.370620 -5.143215 -0.068003 -5.940799 -2.862455 0.750384
70.050000 -0.363381 -1.058608 0.009740 3.003055 1.416909 -1.272599 -0.421867 -5.105354 -0.127368 -5.931232 -2.854815 0.777771
70.060000 -0.373791 -1.023260 0.039761 3.000627 1.403698 -1.369439 -0.472712 -5.062925 -0.186608 -5.915895 -2.846897 0.805890
70.070000 -0.383843 -0.986978 0.069743 2.995258 1.389521 -1.466055 -0.523111 -5.016075 -0.245667 -5.894858 -2.838694 0.834766
70.080000 -0.393528 -0.949798 0.099657 2.986959 1.374378 -1.562411 -0.573019 -4.964963 -0.304487 -5.868214 -2.830199 0.864423
70.090000 -0.402836 -0.911758 0.129473 2.975744 1.358273 -1.658468 -0.622396 -4.909759 -0.363013 -5.836080 -2.821403 0.894887
70.100000 -0.411760 -0.872895 0.159162 2.961635 1.341210 -1.754182 -0.671202 -4.850642 -0.421190 -5.798595 -2.812298 0.926185
70.110000 -0.420292 -0.833247 0.188696 2.944658 1.323191 -1.849503 -0.719397 -4.787800 -0.478967 -5.755921 -2.802877 0.958342
70.120000 -0.428423 -0.792853 0.218046 2.924843 1.304221 -1.944380 -0.766946 -4.721425 -0.536292 -5.708237 -2.793129 0.991386
70.130000 -0.436146 -0.751751 0.247183 2.902228 1.284305 -2.038753 -0.813814 -4.651716 -0.593116 -5.655741 -2.783046 1.025345
70.140000 -0.443456 -0.709981 0.276081 2.876853 1.263448 -2.132561 -0.859970 -4.578873 -0.649391 -5.598645 -2.772619 1.060245
70.150000 -0.450344 -0.667582 0.304711 2.848762 1.241656 -2.225736 -0.905382 -4.503099 -0.705074 -5.537175 -2.761838 1.096115
70.160000 -0.456805 -0.624594 0.333047 2.818006 1.218936 -2.318204 -0.950023 -4.424597 -0.760121 -5.471570 -2.750693 1.132985
70.170000 -0.462834 -0.581055 0.361063 2.784638 1.195295 -2.409888 -0.993865 -4.343571 -0.814493 -5.402075 -2.739175 1.170881
70.180000 -0.468425 -0.537006 0.388731 2.748715 1.170741 -2.500705 -1.036886 -4.260221 -0.868151 -5.328944 -2.727272 1.209835
70.190000 -0.473573 -0.492488 0.416029 2.710296 1.145284 -2.590566 -1.079063 -4.174743 -0.921060 -5.252435 -2.714974 1.249875
70.200000 -0.478273 -0.447539 0.442929 2.669446 1.118933 -2.679377 -1.120375 -4.087331 -0.973189 -5.172808 -2.702271 1.291031
70.210000 -0.482522 -0.402201 0.469410 2.626229 1.091700 -2.767040 -1.160804 -3.998173 -1.024507 -5.090327 -2.689150 1.333334
70.220000 -0.486316 -0.356513 0.495446 2.580716 1.063596 -2.853452 -1.200333 -3.907451 -1.074987 -5.005250 -2.675600 1.376813
70.230000 -0.489651 -0.310516 0.521016 2.532975 1.034635 -2.938504 -1.238948 -3.815340 -1.124604 -4.917838 -2.661609 1.421499
70.240000 -0.492525 -0.264250 0.546099 2.483079 1.004831 -3.022082 -1.276636 -3.722010 -1.173337 -4.828343 -2.647166 1.467421
70.250000 -0.494935 -0.217756 0.570671 2.431102 0.974199 -3.104071 -1.313385 -3.627620 -1.221165 -4.737014 -2.632257 1.514611
70.260000 -0.496880 -0.171073 0.594714 2.377118 0.942756 -3.184348 -1.349185 -3.532324 -1.268072 -4.644092 -2.616869 1.563098
70.270000 -0.498356 -0.124244 0.618207 2.321202 0.910518 -3.262790 -1.384029 -3.436265 -1.314042 -4.549812 -2.600990 1.612912
70.280000 -0.499364 -0.077307 0.641132 2.263430 0.877506 -3.339268 -1.417908 -3.339580 -1.359064 -4.454397 -2.584607 1.664083
70.290000 -0.499902 -0.030303 0.663470 2.203879 0.843740 -3.413653 -1.450818 -3.242395 -1.403127 -4.358063 -2.567704 1.716639
70.300000 -0.499970 0.016726 0.685204 2.142625 0.809241 -3.485811 -1.482755 -3.144828 -1.446223 -4.261015 -2.550269 1.770609
70.310000 -0.499568 0.063741 0.706317 2.079743 0.774032 -3.555610 -1.513714 -3.046989 -1.488346 -4.163447 -2.532287 1.826022
70.320000 -0.498696 0.110702 0.726793 2.015309 0.738137 -3.622915 -1.543694 -2.948980 -1.529491 -4.065541 -2.513744 1.882903
70.330000 -0.497354 0.157567 0.746618 1.949398 0.701582 -3.687591 -1.572693 -2.850891 -1.569656 -3.967469 -2.494624 1.941279
70.340000 -0.495545 0.204296 0.765777 1.882082 0.664394 -3.749503 -1.600712 -2.752807 -1.608840 -3.869392 -2.474913 2.001174
70.350000 -0.493269 0.250848 0.784255 1.813436 0.626602 -3.808520 -1.627750 -2.654802 -1.647044 -3.771459 -2.454596 2.062613
70.360000 -0.490528 0.297184 0.802041 1.743530 0.588234 -3.864511 -1.653808 -2.556946 -1.684270 -3.673806 -2.433656 2.125615
70.370000 -0.487326 0.343263 0.819122 1.672435 0.549322 -3.917348 -1.678889 -2.459297 -1.720522 -3.576561 -2.412078 2.190201
70.380000 -0.483664 0.389044 0.835486 1.600220 0.509898 -3.966908 -1.702995 -2.361907 -1.755803 -3.479838 -2.389846 2.256389
70.390000 -0.479546 0.434488 0.851123 1.526951 0.469995 -4.013072 -1.726129 -2.264823 -1.790121 -3.383742 -2.366945 2.324194
70.400000 -0.474976 0.479553 0.866022 1.452695 0.429648 -4.055727 -1.748293 -2.168081 -1.823480 -3.288368 -2.343357 2.393628
70.410000 -0.469957 0.524200 0.880174 1.377515 0.388893 -4.094765 -1.769491 -2.071715 -1.855891 -3.193799 -2.319067 2.464700
70.420000 -0.464493 0.568388 0.893569 1.301475 0.347765 -4.130087 -1.789728 -1.975749 -1.887359 -3.100111 -2.294058 2.537418
70.430000 -0.458590 0.612078 0.906200 1.224634 0.306304 -4.161600 -1.809008 -1.880204 -1.917896 -3.007369 -2.268313 2.611782
70.440000 -0.452253 0.655230 0.918059 1.147052 0.264546 -4.189222 -1.827334 -1.785093 -1.947510 -2.915629 -2.241816 2.687792
70.450000 -0.445488 0.697803 0.929139 1.068787 0.222532 -4.212878 -1.844711 -1.690427 -1.976212 -2.824941 -2.214552 2.765441
70.460000 -0.438299 0.739759 0.939433 0.989894 0.180302 -4.232504 -1.861144 -1.596208 -2.004013 -2.735346 -2.186502 2.844717
70.470000 -0.430695 0.781058 0.948935 0.910427 0.137896 -4.248046 -1.876637 -1.502438 -2.030923 -2.646876 -2.157652 2.925605
70.480000 -0.422681 0.821660 0.957640 0.830441 0.095355 -4.259461 -1.891194 -1.409111 -2.056954 -2.559559 -2.127985 3.008082
70.490000 -0.414264 0.861527 0.965542 0.749985 0.052720 -4.266717 -1.904821 -1.316219 -2.082118 -2.473415 -2.097485 3.092118
70.500000 -0.405453 0.900621 0.972638 0.669111 0.010034 -4.269795 -1.917520 -1.223750 -2.106426 -2.388457 -2.066137 3.177679
70.510000 -0.396254 0.938903 0.978923 0.587866 -0.032661 -4.268685 -1.929297 -1.131689 -2.129891 -2.304695 -2.033927 3.264721
70.520000 -0.386677 0.976335 0.984394 0.506301 -0.075325 -4.263391 -1.940155 -1.040017 -2.152524 -2.222132 -2.000838 3.353193
70.530000 -0.376731 1.012880 0.989048 0.424460 -0.117915 -4.253927 -1.950098 -0.948713 -2.174338 -2.140766 -1.966858 3.443035
70.540000 -0.366423 1.048501 0.992883 0.342390 -0.160390 -4.240320 -1.959131 -0.857754 -2.195343 -2.060591 -1.931973 3.534180
70.550000 -0.355764 1.083162 0.995896 0.260137 -0.202708 -4.222608 -1.967255 -0.767113 -2.215553 -1.981599 -1.896170 3.626549
70.560000 -0.344763 1.116827 0.998085 0.177745 -0.244829 -4.200839 -1.974474 -0.676763 -2.234979 -1.903774 -1.859438 3.720055
70.570000 -0.333431 1.149461 0.999450 0.095258 -0.286712 -4.175072 -1.980791 -0.586673 -2.253633 -1.827101 -1.821766 3.814598
70.580000 -0.321777 1.181029 0.999990 0.012721 -0.328317 -4.145378 -1.986208 -0.496813 -2.271525 -1.751558 -1.783143 3.910070
70.590000 -0.309814 1.211499 0.999705 -0.069823 -0.369606 -4.111835 -1.990728 -0.407149 -2.288667 -1.677123 -1.743562 4.006349
70.600000 -0.297551 1.240836 0.998594 -0.152330 -0.410541 -4.074532 -1.994351 -0.317648 -2.305071 -1.603769 -1.703014 4.103303
70.610000 -0.285001 1.269010 0.996658 -0.234756 -0.451085 -4.033564 -1.997081 -0.228275 -2.320746 -1.531470 -1.661494 4.200786
70.620000 -0.272175 1.295989 0.993899 -0.317056 -0.491201 -3.989036 -1.998917 -0.138994 -2.335704 -1.460195 -1.618997 4.298642
70.630000 -0.259085 1.321744 0.990318 -0.399187 -0.530854 -3.941058 -1.999861 -0.049770 -2.349954 -1.389912 -1.575520 4.396699
70.640000 -0.245744 1.346246 0.985916 -0.481104 -0.570011 -3.889745 -1.999913 0.039434 -2.363505 -1.320586 -1.531063 4.494776
70.650000 -0.232165 1.369466 0.980697 -0.562759 -0.608638 -3.835221 -1.999072 0.128653 -2.376368 -1.252183 -1.485626 4.592677
70.660000 -0.218359 1.391380 0.974662 -0.644108 -0.646705 -3.777611 -1.997340 0.217925 -2.388552 -1.184666 -1.439211 4.690194
70.670000 -0.204341 1.411961 0.967816 -0.725101 -0.684180 -3.717042 -1.994714 0.307286 -2.400064 -1.117997 -1.391824 4.787106
70.680000 -0.190125 1.431185 0.960161 -0.805691 -0.721036 -3.653649 -1.991193 0.396771 -2.410915 -1.052136 -1.343471 4.883180
70.690000 -0.175722 1.449031 0.951703 -0.885828 -0.757244 -3.587563 -1.986778 0.486414 -2.421110 -0.987044 -1.294164 4.978175
70.700000 -0.161149 1.465478 0.942446 -0.965460 -0.792779 -3.518920 -1.981464 0.576250 -2.430658 -0.922680 -1.243912 5.071835
70.710000 -0.146417 1.480506 0.932396 -1.044536 -0.827615 -3.447853 -1.975252 0.666311 -2.439566 -0.859001 -1.192732 5.163896
70.720000 -0.131543 1.494097 0.921558 -1.123000 -0.861728 -3.374498 -1.968137 0.756630 -2.447840 -0.795966 -1.140641 5.254087
70.730000 -0.116540 1.506235 0.909938 -1.200799 -0.895098 -3.298988 -1.960118 0.847236 -2.455487 -0.733531 -1.087658 5.342128
70.740000 -0.101423 1.516906 0.897544 -1.277874 -0.927701 -3.221453 -1.951192 0.938157 -2.462512 -0.671653 -1.033806 5.427735
70.750000 -0.086207 1.526096 0.884383 -1.354168 -0.959520 -3.142023 -1.941354 1.029419 -2.468922 -0.610288 -0.979112 5.510617
70.760000 -0.070906 1.533795 0.870464 -1.429619 -0.990536 -3.060823 -1.930602 1.121047 -2.474720 -0.549391 -0.923604 5.590484
70.770000 -0.055536 1.539994 0.855794 -1.504167 -1.020731 -2.977977 -1.918932 1.213062 -2.479911 -0.488917 -0.867313 5.667044
70.780000 -0.040112 1.544684 0.840383 -1.577747 -1.050090 -2.893603 -1.906339 1.305483 -2.484499 -0.428822 -0.810275 5.740009
70.790000 -0.024648 1.547860 0.824242 -1.650294 -1.078599 -2.807817 -1.892821 1.398325 -2.488489 -0.369059 -0.752526 5.809093
70.800000 -0.009160 1.549518 0.807381 -1.721742 -1.106242 -2.720729 -1.878371 1.491601 -2.491882 -0.309585 -0.694107 5.874017
70.810000 0.006338 1.549657 0.789811 -1.792022 -1.133009 -2.632445 -1.862987 1.585320 -2.494681 -0.250352 -0.635061 5.934514
70.820000 0.021829 1.548275 0.771545 -1.861064 -1.158888 -2.543065 -1.846664 1.679486 -2.496889 -0.191315 -0.575432 5.990325
70.830000 0.037298 1.545375 0.752595 -1.928797 -1.183867 -2.452686 -1.829396 1.774101 -2.498508 -0.132428 -0.515271 6.041207
70.840000 0.052731 1.540960 0.732974 -1.995149 -1.207938 -2.361399 -1.811180 1.869161 -2.499538 -0.073645 -0.454625 6.086934
70.850000 0.068112 1.535036 0.712696 -2.060046 -1.231092 -2.269289 -1.792011 1.964656 -2.499981 -0.014919 -0.393550 6.127297
70.860000 0.083427 1.527610 0.691778 -2.123414 -1.253322 -2.176437 -1.771886 2.060574 -2.499837 0.043794 -0.332098 6.162112
70.870000 0.098659 1.518690 0.670233 -2.185178 -1.274619 -2.082918 -1.750799 2.156895 -2.499105 0.102542 -0.270327 6.191214
70.880000 0.113796 1.508288 0.648080 -2.245262 -1.294978 -1.988803 -1.728746 2.253595 -2.497785 0.161370 -0.208293 6.214465
70.890000 0.128820 1.496416 0.625334 -2.303590 -1.314393 -1.894155 -1.705725 2.350642 -2.495877 0.220325 -0.146057 6.231753
70.900000 0.143719 1.483088 0.602014 -2.360086 -1.332860 -1.799036 -1.681732 2.447998 -2.493378 0.279453 -0.083678 6.242996
70.910000 0.158477 1.468321 0.578139 -2.414674 -1.350373 -1.703500 -1.656765 2.545619 -2.490287 0.338799 -0.021218 6.248139
70.920000 0.173081 1.452131 0.553727 -2.467278 -1.366928 -1.607599 -1.630819 2.643455 -2.486602 0.398409 0.041264 6.247155
70.930000 0.187515 1.434538 0.528800 -2.517823 -1.382523 -1.511378 -1.603895 2.741445 -2.482318 0.458330 0.103705 6.240051
70.940000 0.201767 1.415563 0.503378 -2.566236 -1.397155 -1.414879 -1.575990 2.839524 -2.477434 0.518606 0.166045 6.226861
70.950000 0.215822 1.395227 0.477483 -2.612443 -1.410820 -1.318141 -1.547104 2.937616 -2.471945 0.579282 0.228222 6.207649
70.960000 0.229667 1.373555 0.451137 -2.656375 -1.423517 -1.221195 -1.517238 3.035640 -2.465847 0.640404 0.290178 6.182507
70.970000 0.243289 1.350570 0.424363 -2.697962 -1.435244 -1.124074 -1.486392 3.133503 -2.459135 0.702016 0.351853 6.151556
70.980000 0.256674 1.326300 0.397185 -2.737137 -1.445998 -1.026803 -1.454569 3.231107 -2.451805 0.764162 0.413190 6.114942
70.990000 0.269811 1.300771 0.369628 -2.773836 -1.455779 -0.929407 -1.421771 3.328342 -2.443850 0.826887 0.474134 6.072836
71.000000 0.282685 1.274013 0.341717 -2.807998 -1.464586 -0.831906 -1.388004 3.425092 -2.435265 0.890233 0.534629 6.025432
71.010000 0.295287 1.246054 0.313477 -2.839565 -1.472417 -0.734319 -1.353271 3.521230 -2.426043 0.954244 0.594625 5.972943
71.020000 0.307603 1.216926 0.284935 -2.868482 -1.479272 -0.636660 -1.317582 3.616622 -2.416177 1.018961 0.654072 5.915601
71.030000 0.319622 1.186661 0.256117 -2.894699 -1.485150 -0.538944 -1.280942 3.711124 -2.405661 1.084425 0.712922 5.853655
71.040000 0.331332 1.155290 0.227050 -2.918170 -1.490051 -0.441183 -1.243363 3.804585 -2.394486 1.150679 0.771131 5.787366
71.050000 0.342724 1.122847 0.197762 -2.938851 -1.493974 -0.343386 -1.204854 3.896846 -2.382645 1.217760 0.828656 5.717007
71.060000 0.353786 1.089368 0.168282 -2.956707 -1.496918 -0.245564 -1.165430 3.987737 -2.370128 1.285708 0.885458 5.642857
71.070000 0.364508 1.054885 0.138638 -2.971703 -1.498885 -0.147724 -1.125105 4.077086 -2.356928 1.354560 0.941501 5.565204
71.080000 0.374880 1.019436 0.108858 -2.983812 -1.499873 -0.049874 -1.083894 4.164710 -2.343034 1.424352 0.996751 5.484338
71.090000 0.384893 0.983057 0.078971 -2.993012 -1.499882 0.047980 -1.041817 4.250421 -2.328437 1.495120 1.051178 5.400550
71.100000 0.394538 0.945783 0.049007 -2.999285 -1.498913 0.145831 -0.998893 4.334029 -2.313128 1.566894 1.104754 5.314131
71.110000 0.403806 0.907654 0.018995 -3.002620 -1.496966 0.243671 -0.955144 4.415334 -2.297096 1.639708 1.157453 5.225369
71.120000 0.412689 0.868705 -0.011035 -3.003011 -1.494040 0.341494 -0.910594 4.494138 -2.280330 1.713590 1.209254 5.134548
71.130000 0.421178 0.828976 -0.041055 -3.000456 -1.490136 0.439291 -0.865270 4.570239 -2.262821 1.788567 1.260138 5.041944
71.140000 0.429266 0.788504 -0.071035 -2.994961 -1.485254 0.537053 -0.819199 4.643432 -2.244555 1.864663 1.310088 4.947828
71.150000 0.436945 0.747330 -0.100944 -2.986535 -1.479395 0.634770 -0.772412 4.713515 -2.225523 1.941900 1.359090 4.852460
71.160000 0.444210 0.705491 -0.130756 -2.975195 -1.472559 0.732430 -0.724940 4.780286 -2.205713 2.020298 1.407134 4.756090
71.170000 0.451053 0.663027 -0.160439 -2.960962 -1.464747 0.830019 -0.676818 4.843548 -2.185114 2.099870 1.454210 4.658959
71.180000 0.457469 0.619978 -0.189965 -2.943861 -1.455959 0.927522 -0.628082 4.903106 -2.163712 2.180629 1.500311 4.561296
71.190000 0.463451 0.576383 -0.219306 -2.923926 -1.446197 1.024920 -0.578769 4.958772 -2.141497 2.262583 1.545435 4.463317
71.200000 0.468995 0.532282 -0.248434 -2.901190 -1.435461 1.122193 -0.528920 5.010367 -2.118456 2.345736 1.589577 4.365225
71.210000 0.474095 0.487716 -0.277321 -2.875697 -1.423753 1.219318 -0.478576 5.057720 -2.094578 2.430087 1.632739 4.267213
71.220000 0.478748 0.442724 -0.305939 -2.847491 -1.411075 1.316267 -0.427780 5.100669 -2.069851 2.515630 1.674922 4.169459
71.230000 0.482948 0.397346 -0.334262 -2.816621 -1.397429 1.413010 -0.376577 5.139066 -2.044262 2.602353 1.716130 4.072129
71.240000 0.486693 0.351623 -0.362263 -2.783141 -1.382816 1.509513 -0.325014 5.172777 -2.017800 2.690240 1.756367 3.975376
71.250000 0.489980 0.305596 -0.389916 -2.747109 -1.367239 1.605740 -0.273138 5.201680 -1.990453 2.779267 1.795640 3.879342
71.260000 0.492804 0.259304 -0.417197 -2.708584 -1.350702 1.701648 -0.220997 5.225670 -1.962211 2.869404 1.833957 3.784156
71.270000 0.495165 0.212787 -0.444080 -2.667630 -1.333207 1.797191 -0.168641 5.244661 -1.933062 2.960615 1.871326 3.689934
71.280000 0.497059 0.166087 -0.470542 -2.624314 -1.314760 1.892319 -0.116121 5.258581 -1.902995 3.052854 1.907759 3.596783
71.290000 0.498486 0.119244 -0.496559 -2.578703 -1.295363 1.986976 -0.063487 5.267378 -1.872001 3.146069 1.943266 3.504798
71.300000 0.499444 0.072298 -0.522108 -2.530867 -1.275022 2.081103 -0.010790 5.271021 -1.840071 3.240199 1.977859 3.414063
71.310000 0.499932 0.025290 -0.547169 -2.480880 -1.253743 2.174634 0.041917 5.269494 -1.807194 3.335174 2.011551 3.324653
71.320000 0.499950 -0.021740 -0.571719 -2.428815 -1.231531 2.267500 0.094582 5.262804 -1.773365 3.430914 2.044357 3.236634
71.330000 0.499497 -0.068751 -0.595738 -2.374746 -1.208395 2.359624 0.147155 5.250976 -1.738574 3.527331 2.076289 3.150062
71.340000 0.498575 -0.115703 -0.619207 -2.318748 -1.184342 2.450928 0.199585 5.234054 -1.702816 3.624324 2.107363 3.064986
71.350000 0.497184 -0.162555 -0.642107 -2.260899 -1.159380 2.541326 0.251820 5.212101 -1.666086 3.721785 2.137594 2.981447
71.360000 0.495324 -0.209267 -0.664419 -2.201273 -1.133518 2.630725 0.303810 5.185197 -1.628379 3.819592 2.166997 2.899477
71.370000 0.492999 -0.255799 -0.686127 -2.139947 -1.106769 2.719032 0.355508 5.153442 -1.589693 3.917614 2.195589 2.819104
71.380000 0.490209 -0.302109 -0.707213 -2.076996 -1.079142 2.806144 0.406863 5.116948 -1.550027 4.015708 2.223385 2.740348
